timestamp,open (USD),high (USD),low (USD),close (USD),open (USD),high (USD),low (USD),close (USD),volume,market cap (USD)
2021-11-10,50.79000000,50.97000000,50.64000000,50.74000000,50.79000000,50.97000000,50.64000000,50.74000000,145338.31000000,145338.31000000
2021-11-09,53.36000000,53.39000000,50.52000000,50.78000000,53.36000000,53.39000000,50.52000000,50.78000000,10322506.13000000,10322506.13000000
2021-11-08,52.22000000,53.87000000,51.63000000,53.36000000,52.22000000,53.87000000,51.63000000,53.36000000,7797418.81000000,7797418.81000000
2021-11-07,52.03000000,53.53000000,51.29000000,52.22000000,52.03000000,53.53000000,51.29000000,52.22000000,7102199.25000000,7102199.25000000
2021-11-06,51.75000000,52.42000000,49.00000000,52.02000000,51.75000000,52.42000000,49.00000000,52.02000000,8114011.78000000,8114011.78000000
2021-11-05,53.83000000,53.93000000,50.56000000,51.76000000,53.83000000,53.93000000,50.56000000,51.76000000,8742278.80000000,8742278.80000000
2021-11-04,53.35000000,55.09000000,52.16000000,53.82000000,53.35000000,55.09000000,52.16000000,53.82000000,14091354.81800000,14091354.81800000
2021-11-03,51.66000000,54.54000000,49.07000000,53.34000000,51.66000000,54.54000000,49.07000000,53.34000000,17237167.47000000,17237167.47000000
2021-11-02,49.98000000,53.35000000,48.01000000,51.66000000,49.98000000,53.35000000,48.01000000,51.66000000,19822814.52800000,19822814.52800000
2021-11-01,42.78000000,51.57000000,41.70000000,49.98000000,42.78000000,51.57000000,41.70000000,49.98000000,23714028.21300000,23714028.21300000
2021-10-31,42.73000000,43.36000000,41.01000000,42.77000000,42.73000000,43.36000000,41.01000000,42.77000000,6375433.77000000,6375433.77000000
2021-10-30,44.19000000,44.31000000,42.08000000,42.73000000,44.19000000,44.31000000,42.08000000,42.73000000,5254551.32000000,5254551.32000000
2021-10-29,41.82000000,44.35000000,41.56000000,44.20000000,41.82000000,44.35000000,41.56000000,44.20000000,8788034.21000000,8788034.21000000
2021-10-28,40.43000000,43.12000000,39.81000000,41.82000000,40.43000000,43.12000000,39.81000000,41.82000000,11629300.38000000,11629300.38000000
2021-10-27,44.93000000,45.77000000,38.70000000,40.44000000,44.93000000,45.77000000,38.70000000,40.44000000,17560562.15000000,17560562.15000000
2021-10-26,44.55000000,46.00000000,43.31000000,44.93000000,44.55000000,46.00000000,43.31000000,44.93000000,9161833.46000000,9161833.46000000
2021-10-25,42.30000000,44.80000000,42.11000000,44.55000000,42.30000000,44.80000000,42.11000000,44.55000000,7291785.53000000,7291785.53000000
2021-10-24,43.94000000,44.17000000,41.27000000,42.31000000,43.94000000,44.17000000,41.27000000,42.31000000,7260724.06000000,7260724.06000000
2021-10-23,43.50000000,44.79000000,43.08000000,43.95000000,43.50000000,44.79000000,43.08000000,43.95000000,6138290.14000000,6138290.14000000
2021-10-22,42.83000000,46.39000000,42.68000000,43.51000000,42.83000000,46.39000000,42.68000000,43.51000000,16062749.38000000,16062749.38000000
2021-10-21,44.41000000,45.53000000,41.91000000,42.84000000,44.41000000,45.53000000,41.91000000,42.84000000,14782015.91600000,14782015.91600000
2021-10-20,41.35000000,45.22000000,41.08000000,44.42000000,41.35000000,45.22000000,41.08000000,44.42000000,13310248.05300000,13310248.05300000
2021-10-19,41.16000000,41.65000000,40.01000000,41.34000000,41.16000000,41.65000000,40.01000000,41.34000000,8843904.77000000,8843904.77000000
2021-10-18,42.11000000,43.25000000,40.25000000,41.17000000,42.11000000,43.25000000,40.25000000,41.17000000,10911226.84000000,10911226.84000000
2021-10-17,41.74000000,42.87000000,39.52000000,42.12000000,41.74000000,42.87000000,39.52000000,42.12000000,10386680.07000000,10386680.07000000
2021-10-16,43.27000000,44.78000000,41.26000000,41.75000000,43.27000000,44.78000000,41.26000000,41.75000000,13673173.22900000,13673173.22900000
2021-10-15,40.69000000,44.24000000,39.45000000,43.28000000,40.69000000,44.24000000,39.45000000,43.28000000,22085746.42600000,22085746.42600000
2021-10-14,41.69000000,42.54000000,39.33000000,40.71000000,41.69000000,42.54000000,39.33000000,40.71000000,20178003.61000000,20178003.61000000
2021-10-13,35.16000000,43.22000000,33.57000000,41.69000000,35.16000000,43.22000000,33.57000000,41.69000000,36492731.21300000,36492731.21300000
2021-10-12,34.12000000,35.43000000,32.07000000,35.17000000,34.12000000,35.43000000,32.07000000,35.17000000,13326459.40000000,13326459.40000000
2021-10-11,34.42000000,36.09000000,33.25000000,34.13000000,34.42000000,36.09000000,33.25000000,34.13000000,11467492.31000000,11467492.31000000
2021-10-10,36.33000000,37.45000000,34.13000000,34.43000000,36.33000000,37.45000000,34.13000000,34.43000000,13147574.66000000,13147574.66000000
2021-10-09,33.36000000,36.90000000,33.00000000,36.33000000,33.36000000,36.90000000,33.00000000,36.33000000,12546752.37000000,12546752.37000000
2021-10-08,33.98000000,34.49000000,33.03000000,33.35000000,33.98000000,34.49000000,33.03000000,33.35000000,11134583.44000000,11134583.44000000
